Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
54,6,3326,0,0,4,0
54,6,3327,0,0,4,0
54,6,3328,0,0,4,0
55,1,3326,0.00014075,6.399253609799328e-06,55,0.014074962
55,1,3327,0.000506232,6.080583648718163e-07,55,0.050623187
55,1,3328,0.000506667,5.270462766894642e-07,55,0.050666667
55,2,3326,0,0,45,0
55,2,3327,0.000824403,5.66071531174839e-07,45,0.082440304
55,2,3328,0.000838,3.3333333334000813e-07,45,0.0838
55,3,3326,0,0,35,0
55,3,3327,0.001351284,3.883965368534569e-06,35,0.135128384
55,3,3328,0.001255333,3.6666666666727313e-06,35,0.125533333
55,4,3326,0,0,25,0
55,4,3327,0.003689276,1.7171235195541498e-05,25,0.368927577
55,4,3328,0.010852,1.156383250579773e-05,25,1.0852
55,5,3326,0,0,15,0
55,5,3327,4.440630436303042e-07,2.719319676303773e-07,15,4.44063E-05
55,5,3328,0.045547667,6.063460691350269e-05,15,4.554766667
55,6,3326,0,0,5,0
55,6,3327,0,0,5,0
55,6,3328,0,0,5,0
56,1,3326,0.000148981,8.122801352669944e-06,56,0.014898059
